c0 1.0 0.0
c1 0.660316708244 -0.750987246772
c2 -0.127963689627 -0.991778853443
c3 -0.829309832863 -0.558789048852
c4 -0.967250588274 0.253823362762
c5 -0.448073616129 0.893996663601
c6 0.375509597767 0.926818505418
c7 0.943984139152 0.329990825674
c8 0.871147401032 -0.491021593898
c9 0.206482229338 -0.978450350793
c10 -0.598460069058 -0.801152635734
c11 -0.996828594969 -0.0795785916643
c12 -0.71798508397 0.696058488345
c13 0.048633500539 0.998816691203
c14 0.782212109942 0.623012211004
c15 0.984381950633 -0.176045946471
c16 0.517795588651 -0.855504370751
c17 -0.30056379335 -0.953761713494
c18 -0.914730177935 -0.404065219456
c19 -0.907459446702 0.420139682239
