c0 1.0 0.0
c1 0.608351314532 0.793667863849
c2 -0.259817356214 0.965657776549
c3 -0.924471774914 0.381250491655
c4 -0.86498988282 -0.501789301021
c5 -0.127963689627 -0.991778853443
c6 0.709296125226 -0.704910637414
c7 0.990966149975 0.134112227646
c8 0.496414994763 0.86808533738
c9 -0.38697672074 0.922089484597
c10 -0.967250588274 0.253823362762
c11 -0.789879612977 -0.613261931807
c12 0.00620198652049 -0.999980767497
c13 0.797425586282 -0.60341729702
c14 0.964027820792 0.265801355789
c15 0.375509597767 0.926818505418
c16 -0.50714430595 0.861861156418
c17 -0.992553408131 0.121810229485
c18 -0.70049803521 -0.713654329957
c19 0.140255607036 -0.990115328987
c20 0.871147401032 -0.491021593898
c21 0.919671726103 0.392688064763
c22 0.247819605993 0.968806194698
c23 -0.618148959957 0.78606097938
c24 -0.999923070726 -0.0124037344814
c25 -0.598460069058 -0.801152635734
c26 0.271775131314 -0.962360783698
c27 0.929129585841 -0.3697542599
c28 0.858699278521 0.51247980357
c29 0.115652083911 0.993289784246
c30 -0.71798508397 0.696058488345
c31 -0.989226423206 -0.146393591494
c32 -0.485609305886 -0.874175955994
c33 0.398384304037 -0.917218592429
c34 0.970324535986 -0.241806316841
c35 0.782212109942 0.623012211004
c36 -0.0186050053326 0.999826911909
c37 -0.804848868844 0.593479821325
c38 -0.96065672939 -0.277738453006
c39 -0.363984699433 -0.931404927289
c40 0.517795588651 -0.855504370751
c41 0.993987953462 -0.10948948978
c42 0.691592167585 0.722288220681
c43 -0.152525944921 0.988299466825
c44 -0.877170885771 0.480178338908
c45 -0.914730177935 -0.404065219456
c46 -0.235783726608 -0.971805553733
c47 0.627851497881 -0.778333152711
c48 0.999692294742 0.0248055605421
c49 0.588476745387 0.808514143438
c50 -0.283691091486 0.958915723414
