c0 1.0 0.0
c1 0.96017028665 -0.279415498199
c2 0.843853958732 -0.536572918
c3 0.660316708244 -0.750987246772
c4 0.424179007337 -0.905578362007
c5 0.154251449888 -0.988031624093
c6 -0.127963689627 -0.991778853443
c7 -0.399985314988 -0.916521547916
c8 -0.640144339469 -0.768254661324
c9 -0.829309832863 -0.558789048852
c10 -0.952412980415 -0.304810621102
c11 -0.999647455966 -0.026551154024
c12 -0.967250588274 0.253823362762
c13 -0.857803093245 0.513978455988
c14 -0.680023495587 0.733190320073
c15 -0.448073616129 0.893996663601
c16 -0.180430449291 0.983587745434
c17 0.101585703697 0.994826791358
c18 0.375509597767 0.926818505418
c19 0.619520612559 0.784980388681
c20 0.814180970527 0.580611184212
c21 0.943984139152 0.329990825674
c22 0.99859007244 0.0530835871461
c23 0.97364889305 -0.228052259501
c24 0.871147401032 -0.491021593898
c25 0.699250806478 -0.714876429629
c26 0.471652293561 -0.881784618815
c27 0.206482229338 -0.978450350793
c28 -0.0751360908984 -0.997173288774
c29 -0.350769113209 -0.936461974251
c30 -0.598460069058 -0.801152635734
c31 -0.798478038903 -0.602023937555
c32 -0.934889705937 -0.354938357652
c33 -0.996828594969 -0.0795785916643
c34 -0.979360689609 0.202120359313
c35 -0.883877473182 0.467718518343
c36 -0.71798508397 0.696058488345
c37 -0.494898414589 0.868950838216
c38 -0.232388421229 0.972623062486
c39 0.048633500539 0.998816691203
c40 0.325781305535 0.945445154921
c41 0.576977558503 0.816759999623
c42 0.782212109942 0.623012211004
c43 0.925136093146 0.379635626829
c44 0.994364265551 0.106017486267
c45 0.984381950633 -0.176045946471
c46 0.895984333873 -0.444085660041
c47 0.736213118746 -0.676749764526
c48 0.517795588651 -0.855504370751
c49 0.258130758816 -0.966109989263
c50 -0.0220966192787 -0.999755839901
c51 -0.30056379335 -0.953761713494
c52 -0.555088227957 -0.831791475782
c53 -0.765394652557 -0.643561205976
c54 -0.914730177935 -0.404065219456
c55 -0.991198821755 -0.132381629205
c56 -0.988709135689 0.149847405733
c57 -0.907459446702 0.420139682239
c58 -0.753922058437 0.656963872524
c59 -0.540327671221 0.841454697362
